CO_CURSO,y_true,y_pred,y_proba
91865,0,1,0.9501995232960868
1069381,0,0,0.06806606982188966
13287,1,1,0.9953198007231726
117610,1,1,0.5043968619242115
1389552,0,0,0.03903513039772902
1179345,1,0,0.4300554436763096
59666,1,1,0.6612709536124485
1422073,1,0,0.017131801813689868
1205516,0,0,0.003994435730403769
11608,1,1,0.9971320874773912
1283894,1,1,0.9964973049316944
7399,1,1,0.9540358445516174
1161000,0,0,0.03888600425166965
56803,1,1,0.9829511969263351
1517502,0,0,0.42831632217565313
15782,1,1,0.9963487108053006
1305138,0,0,0.4498518959746551
1111225,1,1,0.9905034136923447
1458322,0,0,0.06829554291160794
56438,1,1,0.9865407226828069
1350605,0,1,0.5320956158913738
97932,1,1,0.8746422855707797
1363742,0,0,0.004792311458654793
21598,1,1,0.9910458660749032
1404537,1,1,0.9992841479319002
74066,1,1,0.8485130328084693
39005,1,1,0.9888381577371588
1204462,0,0,0.0369282049632698
1279613,0,0,0.1878784543736472
1321668,0,1,0.7252711678232039
1276208,0,0,0.30309041169696715
65867,1,1,0.7824390165165386
1441607,0,0,0.14687738276338122
1139464,0,0,0.1646022082723741
1210300,0,0,0.00022328250452002146
1204537,0,0,0.020936131671723784
86606,1,1,0.721930332254293
16510,1,1,0.9904634668573115
51270,1,1,0.7608487344779439
1427658,0,0,0.24279444309278425
5000252,0,0,0.038543198284586876
19547,1,1,0.9663566357883783
1499752,0,0,0.13775116524898348
21669,1,1,0.9355279874865995
86703,0,0,0.2321711976467582
1350695,1,1,0.7258280115792308
1385341,1,1,0.7886157438880068
49564,1,1,0.9871853907378005
99344,1,1,0.7281705128841476
17662,1,1,0.6595039563588723
102160,1,1,0.869971818415254
1204895,0,0,0.0028297597883494155
5001101,1,1,0.9995620205202738
1105298,1,1,0.63950448567323
1363757,0,0,0.006136691615686319
1270382,1,0,0.1534187092252847
20365,1,1,0.9915503579576104
105436,0,0,0.09246603471909717
1485958,0,0,0.39929758837724494
123864,0,0,0.00433530563804441
93001,1,1,0.9992317798046488
105920,1,1,0.922731998122554
1468233,0,0,0.1163865965377427
104475,0,0,0.02941250905965958
14615,1,1,0.9980377340608029
1039255,0,0,0.09684344172490557
123629,0,0,0.16230811257001695
1156753,0,0,0.0041488283161890144
97897,1,1,0.9261002507339564
1108170,1,1,0.9117507094648735
692,1,1,0.9235773521176588
1420141,0,0,0.04998179574175444
5345,1,1,0.9951612477349104
1351277,0,0,0.04227142362347311
1262856,0,0,0.19993876154943996
96361,1,1,0.716348658164188
1107367,1,1,0.9868121088748806
1266730,0,0,0.03912581321740887
1183612,1,1,0.9659352232360933
116592,1,1,0.9344450023915516
89484,1,1,0.8627872452278915
1353067,1,1,0.9203718642028927
1300198,1,1,0.5876229983400962
1264482,1,0,0.18403549616211312
1322253,1,1,0.8353262640959379
98992,1,1,0.9658729455836099
19865,1,1,0.8657602637821754
1180808,0,0,0.007844562334597668
7571,1,1,0.7190388968946037
50979,1,1,0.6520393994268615
1270679,0,0,0.02680702374671862
1117809,0,0,0.0013871106002314106
1259236,0,0,0.11887779542462547
1205567,0,0,0.0008419351202896827
1415489,0,1,0.7720871443663501
5000183,1,0,0.4342340294366089
1204380,1,0,0.046788746814459346
122322,1,1,0.9997789493650364
1474582,0,0,0.025338640505677815
1280219,1,1,0.8894233999170427
19333,0,0,0.07271763997427286
86902,1,1,0.8604738560680687
51584,1,1,0.9987517639043253
1364406,0,0,0.1652929028597237
1487439,0,0,0.03905360679171608
